Q_311		RAPID_FIRE	Oral Pathology	Tuberculosis of the oral cavity typically presents as a chronic, painless ulcer on the tongue or palate.		TRUE	FALSE			A	Why: True. Oral TB is rare but presents as a non-healing ulcer. Scrofula is TB of the neck lymph nodes. Why not: N/A	Infectious Disease,Oral Manifestations	
Q_312		RAPID_FIRE	Oral Pathology	Acrodynia (Pink Disease) is caused by chronic Lead poisoning in children.		TRUE	FALSE			B	Why: False. Acrodynia is caused by MERCURY poisoning. Symptoms include pink/red hands and feet, sweating, and loss of teeth. Why not: Lead poisoning causes "Lead Lines" (Burton's line) on gingiva.	Toxicology,Systemic	
Q_313	CASE_67	CASE	Oral Pathology	The clinical demographic (Middle-aged Black Female) and radiographic appearance (mixed lesions on vital lower anteriors) are pathognomonic for:		Florid Cemento-Osseous Dysplasia	Periapical Cemento-Osseous Dysplasia (PCOD)	Cementoblastoma	Ossifying Fibroma	B	Why: PCOD typically affects the anterior mandible of middle-aged African American females. It starts radiolucent, becomes mixed, and ends radiopaque. Teeth are vital. Why not: Florid COD affects multiple quadrants (posterior). Cementoblastoma is attached to the root of a molar (painful).	Bone Pathology,Diagnosis	
Q_314	CASE_67	CASE	Oral Pathology	What is the appropriate treatment for PCOD in this asymptomatic patient?		Root canal therapy on involved teeth	Surgical excision	Biopsy to rule out malignancy	No treatment / Observation	D	Why: PCOD is a self-limiting fibro-osseous lesion. No treatment is needed. Biopsy is contraindicated as it increases the risk of infection/osteomyelitis in the avascular bone. Why not: Teeth are vital, so no RCT.	Treatment,Contraindications	
Q_315	CASE_67	CASE	Oral Pathology	If this patient presented with similar mixed lesions in *all four quadrants* of the jaws, the diagnosis would change to:		Focal Cemento-Osseous Dysplasia	Florid Cemento-Osseous Dysplasia	Paget's Disease	Gardner Syndrome	B	Why: "Florid" means flowering/widespread. Florid COD is the diffuse form affecting multiple quadrants, often prone to secondary infection if teeth are extracted. Why not: Paget's is cotton wool/expansion of entire bones.	Terminology,Differential	
Q_316	CASE_68	CASE	Oral Pathology	The combination of a Port Wine Stain (nevus flammeus) in the V1 distribution and seizure disorder is characteristic of:		Sturge-Weber Angiomatosis	Neurofibromatosis Type 1	Tuberous Sclerosis	Von Hippel-Lindau Disease	A	Why: Sturge-Weber is a vascular phakomatosis involving angiomas of the face (Port Wine) and leptomeninges (brain), causing seizures and intellectual disability. Why not: Neurofibromatosis = Cafe au lait + neurofibromas.	Syndromes,Vascular	
Q_317	CASE_68	CASE	Oral Pathology	Radiographs of the skull in Sturge-Weber patients often reveal intracranial calcifications that resemble:		Cotton wool	Tram-tracks	Sunbursts	Ground glass	B	Why: "Tram-track" calcifications (gyriform calcifications) are seen on the cerebral cortex due to calcified angiomas. Why not: Cotton wool is Paget's. Sunburst is Osteosarcoma.	Radiology,Pathognomonic	
Q_318	CASE_68	CASE	Oral Pathology	Dental treatment for this patient requires caution because the oral hemangiomas carry a high risk of:		Malignant transformation	Severe hemorrhage	Infection	Nerve damage	B	Why: The gingival hyperplasia is often due to vascular angiomas. Scaling or surgery in that area can cause massive, difficult-to-control bleeding. Why not: They are benign.	Complications,Management	
Q_319	CASE_69	CASE	Oral Pathology	The mucosal nodules (neuromas), Marfanoid habitus, and history of Medullary Thyroid Carcinoma are the triad for:		MEN 1	MEN 2A	MEN 2B (MEN 3)	Neurofibromatosis	C	Why: Multiple Endocrine Neoplasia type 2B (or 3) consists of Mucosal Neuromas, Medullary Thyroid CA, and Pheochromocytoma. Why not: MEN 2A has parathyroid hyperplasia instead of neuromas/Marfanoid features.	Syndromes,MEN	
Q_320	CASE_69	CASE	Oral Pathology	The Medullary Thyroid Carcinoma in MEN 2B is particularly aggressive. It secretes:		Thyroxine (T4)	Calcitonin	Parathyroid Hormone	Cortisol	B	Why: Medullary Thyroid CA arises from Parafollicular C-cells, which secrete Calcitonin. Why not: Follicular cells secrete T4.	Endocrine,Malignancy	
Q_321	CASE_69	CASE	Oral Pathology	Why is early identification of the oral mucosal neuromas critical in children with this syndrome?		They are malignant	They indicate the need for prophylactic thyroidectomy	They cause severe pain	They interfere with eating	B	Why: The thyroid cancer in MEN 2B is extremely aggressive and can develop in infancy. Identifying the oral signs (neuromas) allows for prophylactic thyroid removal to save the patient's life. Why not: The neuromas themselves are benign.	Prognosis,Prevention	
Q_322	CASE_70	CASE	Oral Pathology	The oral lesions in Lupus can resemble Lichen Planus. The most reliable site for biopsy to diagnose Lupus (via immunofluorescence) is:		The center of the ulcer	The border of the ulcer	Normal-appearing mucosa	The gingiva	C	Why: For the "Lupus Band Test" (direct immunofluorescence), biopsies are often taken from clinically *normal* mucosa (or skin) to show the systemic deposition of immune complexes along the basement membrane. Why not: In Lichen Planus, you biopsy the lesion.	Biopsy,Diagnosis	
Q_323	CASE_70	CASE	Oral Pathology	Systemic Lupus Erythematosus (SLE) often leads to Endocarditis known as:		Infective Endocarditis	Libman-Sacks Endocarditis	Rheumatic Heart Disease	Prosthetic Valve Endocarditis	B	Why: Libman-Sacks Endocarditis is sterile, verrucous vegetations on the heart valves (mitral/tricuspid) associated specifically with SLE. Why not: Rheumatic is post-strep.	Systemic Disease,Heart	
Q_324	CASE_71	CASE	Oral Pathology	The palatal mass described is Kaposi Sarcoma. This malignancy is caused by which virus?		HHV-4 (Epstein Barr)	HHV-8	HPV-16	HSV-1	B	Why: Kaposi Sarcoma is an endothelial malignancy caused by Human Herpes Virus 8 (HHV-8), typically seen in AIDS patients. Why not: HHV-4 (EBV) causes Hairy Leukoplakia/Burkitt's.	Virology,HIV	
Q_325	CASE_71	CASE	Oral Pathology	In addition to Kaposi Sarcoma, which other oral lesion is strongly associated with HIV/AIDS and caused by EBV?		Oral Hairy Leukoplakia	Leukoplakia	Lichen Planus	Pemphigus	A	Why: Oral Hairy Leukoplakia (white corrugated lesion on lateral tongue) is an opportunistic EBV infection pathognomonic for immune suppression (HIV). Why not: Conventional Leukoplakia is premalignant (smoking).	HIV,Oral Lesions	
Q_326	CASE_72	CASE	Oral Pathology	The "waxy nodules" and macroglossia in Multiple Myeloma are due to the deposition of:		Calcium	Amyloid proteins	Fat	Collagen	B	Why: Multiple Myeloma causes Primary Amyloidosis (AL amyloid), where immunoglobulin light chains accumulate in tissues, particularly the tongue (Macroglossia). Why not: Calcium is calcinosis.	Pathology,Amyloidosis	
Q_327	CASE_72	CASE	Oral Pathology	Congo Red staining of Amyloid followed by polarized light microscopy reveals:		Apple-green birefringence	Red fluorescence	Blue granules	Yellow crystals	A	Why: This is the classic pathognomonic test for Amyloidosis. Under polarized light, Congo Red stained amyloid glows apple-green. Why not: N/A	Histology,Pathognomonic	
Q_328	CASE_73	CASE	Oral Pathology	The ulceration on the ventral tongue of the infant caused by the natal tooth is called:		Bednar's Aphthae	Riga-Fede Disease	Bohn's Nodule	Epstein's Pearl	B	Why: Riga-Fede disease is traumatic ulceration of the tongue (or lip) in newborns due to nursing against a natal tooth. Why not: Bednar's aphthae are on the palate (sucking). Bohn/Epstein are gingival cysts.	Pediatric,Pathology	
Q_329	CASE_73	CASE	Oral Pathology	Management of the natal tooth usually involves:		Immediate extraction if mobile (aspiration risk)	Smoothing the incisal edge	Leaving it alone	Antibiotics	A	Why: If the tooth is supernumerary or extremely mobile (risk of inhaling), it is extracted. If it is a stable primary tooth, we try to smooth it to resolve the Riga-Fede ulcer. Why not: Antibiotics aren't needed.	Treatment,Pediatric	
Q_330	CASE_74	CASE	Oral Pathology	The "downward bowing" of the inferior mandible is a characteristic radiographic feature of:		Ossifying Fibroma	Fibrous Dysplasia	Ameloblastoma	OKC	A	Why: Central Ossifying Fibroma is a TRUE neoplasm (benign tumor) that expands in all directions, often bowing the inferior cortex downward. Why not: Fibrous Dysplasia blends into bone (ground glass) and expands linearly (fusiform), rarely bowing the cortex sharply.	Radiology,Differential	
Q_331	CASE_74	CASE	Oral Pathology	Unlike Fibrous Dysplasia, Ossifying Fibroma separates easily from the surrounding bone. This feature facilitates:		Enucleation/Curettage	Radiation therapy	Block resection	Marsupialization	A	Why: Ossifying Fibroma is well-circumscribed (shells out like a potato). Fibrous Dysplasia is diffuse/ill-defined (like mixing sand into dough), making enucleation impossible (requires shaving/contouring). Why not: Resection is too aggressive.	Surgery,Treatment	
Q_332	CASE_75	CASE	Oral Pathology	The "beefy red" bald tongue (Hunter's Glossitis) is caused by the atrophy of:		Filiform papillae	Fungiform papillae	Circumvallate papillae	Foliate papillae	A	Why: B12/Iron deficiency causes atrophy of the filiform papillae (the white ones), exposing the underlying vascular red tissue. Why not: Fungiform papillae often remain or swell.	Tongue,Anatomy	
Q_333	CASE_75	CASE	Oral Pathology	Pernicious Anemia is an autoimmune destruction of parietal cells, leading to a lack of:		Gastrin	Intrinsic Factor	Pepsin	Hydrochloric acid	B	Why: Intrinsic Factor is required for Vitamin B12 absorption in the ileum. Without it -> B12 deficiency -> Megaloblastic Anemia. Why not: Parietal cells make HCl too, but IF is the critical loss for anemia.	Systemic Disease,Physiology	
Q_334	CASE_76	CASE	Oral Pathology	Ehlers-Danlos Syndrome is a defect in the synthesis of:		Elastin	Collagen	Fibrillin	Keratin	B	Why: EDS affects Collagen (usually Type I, III, or V), leading to joint hypermobility, skin hyperelasticity, and tissue fragility. Why not: Marfan Syndrome is Fibrillin.	Genetics,Connective Tissue	
Q_335	CASE_76	CASE	Oral Pathology	A specific dental anomaly often seen in Ehlers-Danlos (Type VIII) is:		Aggressive Periodontitis (Early tooth loss)	Supernumerary teeth	Delayed eruption	Hypercementosis	A	Why: Because the PDL and gingival collagen are defective, patients can experience rapid periodontal breakdown and early loss of teeth. Why not: Supernumerary is Cleidocranial/Gardner.	Periodontics,Syndromes	
Q_336		RAPID_FIRE	Oral Pathology	Torus Palatinus is a bony exostosis found on the lingual surface of the mandible.		TRUE	FALSE			B	Why: False. Torus Palatinus is on the MIDLINE of the PALATE. Torus Mandibularis is on the lingual mandible. Why not: N/A	Anatomy,Terminology	
Q_337		RAPID_FIRE	Oral Pathology	A "Stafne Bone Defect" is located above the mandibular canal.		TRUE	FALSE			B	Why: False. It is ALWAYS below the mandibular canal (submandibular gland fossa). Why not: N/A	Radiology,Landmarks	
Q_338		RAPID_FIRE	Oral Pathology	Melanotic Neuroectodermal Tumor of Infancy typically appears in the anterior maxilla and excretes Vanillylmandelic Acid (VMA) in urine.		TRUE	FALSE			A	Why: True. It is a pigmented, rapidly growing tumor in infants. VMA is a breakdown product of catecholamines (neural crest origin). Why not: N/A	Pediatric,Tumors	
Q_339		RAPID_FIRE	Oral Pathology	Focal Epithelial Hyperplasia (Heck's Disease) is caused by HPV 13 and 32.		TRUE	FALSE			A	Why: True. Common in Native American communities. Multiple flat warts on oral mucosa. Spontaneous regression. Why not: N/A	HPV,Virology	
Q_340		RAPID_FIRE	Oral Pathology	The most common site for a Lipoma in the oral cavity is the buccal mucosa.		TRUE	FALSE			A	Why: True. Lipomas are benign fat tumors. They float (yellow) and are soft. Buccal mucosa is the most fatty area orally. Why not: N/A	Tumors,Soft Tissue	
Q_341		RAPID_FIRE	Oral Pathology	Neurofibromatosis Type 1 (Von Recklinghausen) diagnostic criteria include "Cafe au lait" spots and Lisch nodules (iris).		TRUE	FALSE			A	Why: True. Cafe au lait (Coast of California - smooth edges). Lisch nodules in eyes. Multiple neurofibromas. Why not: N/A	Syndromes,Genetics	
Q_342		RAPID_FIRE	Oral Pathology	McCune-Albright Syndrome is Polystotic Fibrous Dysplasia + Cafe au lait spots + Endocrine abnormalities (precocious puberty).		TRUE	FALSE			A	Why: True. Unlike NF1, the Cafe au lait spots in McCune-Albright have irregular borders ("Coast of Maine"). Why not: N/A	Syndromes,Fibrous Dysplasia	
Q_343		RAPID_FIRE	Oral Pathology	A Thyroglossal Duct Cyst moves upward when the patient swallows or protrudes their tongue.		TRUE	FALSE			A	Why: True. It is attached to the hyoid bone/tongue base track. This distinguishes it from other neck lumps. Why not: N/A	Diagnosis,Neck	
Q_344		RAPID_FIRE	Oral Pathology	Warthin's Tumor (Papillary Cystadenoma Lymphomatosum) is most common in the Submandibular gland.		TRUE	FALSE			B	Why: False. Warthin's tumor is almost exclusive to the PAROTID gland (tail of parotid). Linked to smoking. Why not: N/A	Salivary Glands,Tumors	
Q_345		RAPID_FIRE	Oral Pathology	Sarcoidosis can present with Parotid enlargement, Uveitis, and Facial Nerve Paralysis (Heerfordt's Syndrome).		TRUE	FALSE			A	Why: True. Heerfordt's Syndrome (Uveoparotid Fever) is a rare manifestation of Sarcoidosis. Why not: N/A	Syndromes,Systemic	
Q_346	CASE_77	CASE	Oral Pathology	The biopsy of the Granular Cell Tumor reveals cells with granular cytoplasm. These cells are derived from:		Schwann cells (Neural sheath)	Muscle cells	Fibroblasts	Adipocytes	A	Why: Granular Cell Tumors are neural in origin. They stain positive for S-100 protein (a marker for neural tissue). Why not: Though they occur in muscle (tongue), they are not myomas.	Histology,Origin	
Q_347	CASE_77	CASE	Oral Pathology	The overlying epithelium in a Granular Cell Tumor often exhibits "Pseudoepitheliomatous Hyperplasia," which can be mistaken for:		Lichen Planus	Squamous Cell Carcinoma	Pemphigus	Herpes	B	Why: The epithelium grows down into the connective tissue in a reactive pattern that mimics invasion (PEH). Pathologists must be careful not to misdiagnose it as cancer (SCC). Why not: Lichen planus shows saw-tooth rete ridges, not deep invasion.	Histology,Differential	
Q_348	CASE_77	CASE	Oral Pathology	Unlike the Granular Cell Tumor, the Congenital Epulis of the Newborn (seen in Case 80) stains:		Positive for S-100	Negative for S-100	Positive for Keratin	Positive for Congo Red	B	Why: This is the key histological difference. Granular Cell Tumor = S-100 Positive (Neural). Congenital Epulis = S-100 Negative (likely mesenchymal/fibroblastic origin). Why not: Both look granular, but the stain differentiates them.	Histology,Staining	
Q_349	CASE_78	CASE	Oral Pathology	The "yellow flecks" draining from the sinus tracts are pathognomonic for Actinomycosis and are called:		Cholesterol clefts	Sulfur Granules	Rushton Bodies	Tzanck Cells	B	Why: Actinomyces israelii bacteria clump together to form macroscopic yellow colonies called Sulfur Granules. Why not: Cholesterol clefts are in cysts. Tzanck cells are in Herpes/Pemphigus.	Pathognomonic,Microbiology	
